"","STATE","EVTYPE","Year","Month","FATALITIES","INJURIES","PROPDMG","CROPDMG"
"78398","MI","TORNADO",2010,"Oct",0,0,0,0
"78399","NC","TORNADO",2010,"Oct",0,11,1382.81,10
"78400","NM","TORNADO",2010,"Oct",0,0,0,0
"78401","OH","TORNADO",2010,"Oct",0,0,620,0
"78402","OR","TORNADO",2010,"Oct",0,0,0,0
"78403","SC","TORNADO",2010,"Oct",0,0,0,0
"78404","TN","TORNADO",2010,"Oct",0,6,485,0
"78405","TX","TORNADO",2010,"Oct",0,4,517,0
"78406","UT","TORNADO",2010,"Oct",0,0,0,0
"78407","VA","TORNADO",2010,"Oct",0,1,1635,0
"78408","WA","TORNADO",2010,"Oct",0,0,1,0
"78409","WI","TORNADO",2010,"Oct",0,2,101,0
"78410","AM","WATERSPOUT",2010,"Oct",0,0,0,0
"78411","AN","WATERSPOUT",2010,"Oct",0,0,0,0
"78412","GM","WATERSPOUT",2010,"Oct",0,0,0,0
"78413","LM","WATERSPOUT",2010,"Oct",0,0,0,0
"78414","LO","WATERSPOUT",2010,"Oct",0,0,0,0
"78415","AR","WILDFIRE",2010,"Oct",0,0,0,0
"78416","CO","WILDFIRE",2010,"Oct",0,0,25,20
"78417","FL","WILDFIRE",2010,"Oct",0,0,0,0
"78418","GA","WILDFIRE",2010,"Oct",0,0,19.5,0
"78419","LA","WILDFIRE",2010,"Oct",0,1,100,2
"78420","MO","WILDFIRE",2010,"Oct",0,0,0,0
"78421","WY","WILDFIRE",2010,"Oct",0,0,0,0
"78422","AK","WINTER STORM",2010,"Oct",0,0,0,0
"78423","CA","WINTER STORM",2010,"Oct",0,0,0,0
"78424","CO","WINTER STORM",2010,"Oct",0,0,0,0
"78425","MN","WINTER STORM",2010,"Oct",0,0,0,0
"78426","MT","WINTER STORM",2010,"Oct",0,0,0,0
"78427","ND","WINTER STORM",2010,"Oct",0,0,0,0
"78428","UT","WINTER STORM",2010,"Oct",0,0,0,0
"78429","WY","WINTER STORM",2010,"Oct",0,0,0,0
"78430","CO","WINTER WEATHER",2010,"Oct",0,0,0,0
"78431","NY","WINTER WEATHER",2010,"Oct",0,0,5,0
"78432","VT","WINTER WEATHER",2010,"Oct",0,0,5,0
"78433","UT","AVALANCHE",2011,"Oct",0,0,0,0
"78434","DC","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78435","DE","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78436","FL","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78437","MA","COASTAL FLOOD",2011,"Oct",0,0,20,0
"78438","MD","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78439","NH","COASTAL FLOOD",2011,"Oct",0,0,2.5,0
"78440","NJ","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78441","NY","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78442","VA","COASTAL FLOOD",2011,"Oct",0,0,0,0
"78443","KY","DENSE FOG",2011,"Oct",0,0,0,0
"78444","MD","DENSE FOG",2011,"Oct",0,0,0,0
"78445","MO","DENSE FOG",2011,"Oct",0,0,0,0
"78446","VA","DENSE FOG",2011,"Oct",0,0,0,0
"78447","WV","DENSE FOG",2011,"Oct",0,0,0,0
"78448","AL","DROUGHT",2011,"Oct",0,0,0,0
"78449","AR","DROUGHT",2011,"Oct",0,0,0,0
"78450","AZ","DROUGHT",2011,"Oct",0,0,0,0
"78451","FL","DROUGHT",2011,"Oct",0,0,0,0
"78452","GA","DROUGHT",2011,"Oct",0,0,0,0
"78453","HI","DROUGHT",2011,"Oct",0,0,0,0
"78454","IA","DROUGHT",2011,"Oct",0,0,0,0
"78455","IL","DROUGHT",2011,"Oct",0,0,0,0
"78456","KS","DROUGHT",2011,"Oct",0,0,0,0
"78457","LA","DROUGHT",2011,"Oct",0,0,0,0
"78458","MN","DROUGHT",2011,"Oct",0,0,0,0
"78459","MO","DROUGHT",2011,"Oct",0,0,0,5
"78460","NM","DROUGHT",2011,"Oct",0,0,0,0
"78461","OK","DROUGHT",2011,"Oct",0,0,0,0
"78462","TX","DROUGHT",2011,"Oct",0,0,0,5
"78463","AZ","DUST STORM",2011,"Oct",0,4,350,0
"78464","TX","DUST STORM",2011,"Oct",0,0,0,0
"78465","AZ","FLASH FLOOD",2011,"Oct",0,0,1,0
"78466","FL","FLASH FLOOD",2011,"Oct",0,0,102,0
"78467","KS","FLASH FLOOD",2011,"Oct",0,0,0,0
"78468","MA","FLASH FLOOD",2011,"Oct",0,0,606,0
"78469","NV","FLASH FLOOD",2011,"Oct",0,0,30,0
"78470","NY","FLASH FLOOD",2011,"Oct",0,0,0,0
"78471","PR","FLASH FLOOD",2011,"Oct",0,0,0,0
"78472","TX","FLASH FLOOD",2011,"Oct",0,0,0,0
"78473","VA","FLASH FLOOD",2011,"Oct",0,0,0,0
"78474","FL","FLOOD",2011,"Oct",0,0,31,0
"78475","KS","FLOOD",2011,"Oct",0,0,0,0
"78476","MA","FLOOD",2011,"Oct",0,0,305,0
"78477","NE","FLOOD",2011,"Oct",0,0,8,0
"78478","NH","FLOOD",2011,"Oct",0,0,50,0
"78479","OH","FLOOD",2011,"Oct",0,0,30,0
"78480","PR","FLOOD",2011,"Oct",0,0,0,0
"78481","SD","FLOOD",2011,"Oct",0,0,0,0
"78482","VA","FLOOD",2011,"Oct",0,0,0,0
"78483","AL","FROST/FREEZE",2011,"Oct",0,0,0,0
"78484","CA","FROST/FREEZE",2011,"Oct",0,0,0,0
"78485","IL","FROST/FREEZE",2011,"Oct",0,0,0,0
"78486","IN","FROST/FREEZE",2011,"Oct",0,0,0,0
"78487","KY","FROST/FREEZE",2011,"Oct",0,0,0,0
"78488","MD","FROST/FREEZE",2011,"Oct",0,0,0,0
"78489","MO","FROST/FREEZE",2011,"Oct",0,0,0,0
"78490","NY","FROST/FREEZE",2011,"Oct",0,0,0,0
"78491","OR","FROST/FREEZE",2011,"Oct",0,0,0,0
"78492","TN","FROST/FREEZE",2011,"Oct",0,0,0,0
"78493","VA","FROST/FREEZE",2011,"Oct",0,0,0,0
"78494","WV","FROST/FREEZE",2011,"Oct",0,0,0,0
"78495","IA","FUNNEL CLOUD",2011,"Oct",0,0,0,0
"78496","TX","FUNNEL CLOUD",2011,"Oct",0,0,0,0
"78497","AR","HAIL",2011,"Oct",0,0,0,0
"78498","GA","HAIL",2011,"Oct",0,0,0,0
"78499","IA","HAIL",2011,"Oct",0,0,0,0
"78500","KS","HAIL",2011,"Oct",0,0,0,0
"78501","KY","HAIL",2011,"Oct",0,0,0,0
"78502","MD","HAIL",2011,"Oct",0,0,0,0
"78503","MI","HAIL",2011,"Oct",0,0,0,0
"78504","MN","HAIL",2011,"Oct",0,0,0,0
"78505","MO","HAIL",2011,"Oct",0,0,0,0
"78506","NC","HAIL",2011,"Oct",0,0,0,0
"78507","NE","HAIL",2011,"Oct",0,0,0,0
"78508","NM","HAIL",2011,"Oct",0,0,0,0
"78509","OK","HAIL",2011,"Oct",0,0,225,0
"78510","SD","HAIL",2011,"Oct",0,0,10,0
"78511","TN","HAIL",2011,"Oct",0,0,11,0
"78512","TX","HAIL",2011,"Oct",0,0,21,10
"78513","WI","HAIL",2011,"Oct",0,0,0,0
"78514","CA","HEAVY RAIN",2011,"Oct",0,0,100,0
"78515","FL","HEAVY RAIN",2011,"Oct",0,0,0,0
"78516","GA","HEAVY RAIN",2011,"Oct",0,0,0,0
"78517","HI","HEAVY RAIN",2011,"Oct",0,0,0,0
"78518","ID","HEAVY RAIN",2011,"Oct",0,0,0,0
"78519","MT","HEAVY RAIN",2011,"Oct",0,0,0,0
"78520","NE","HEAVY RAIN",2011,"Oct",0,0,0,0
"78521","OH","HEAVY RAIN",2011,"Oct",0,0,0,0
"78522","TX","HEAVY RAIN",2011,"Oct",0,0,0,0
"78523","AK","HEAVY SNOW",2011,"Oct",0,0,0,0
"78524","CA","HEAVY SNOW",2011,"Oct",0,0,0,0
"78525","CT","HEAVY SNOW",2011,"Oct",0,0,11,0
"78526","ID","HEAVY SNOW",2011,"Oct",0,0,3,0
"78527","MA","HEAVY SNOW",2011,"Oct",0,0,130,0
"78528","MD","HEAVY SNOW",2011,"Oct",0,0,100,0
"78529","ME","HEAVY SNOW",2011,"Oct",0,0,0,0
"78530","NH","HEAVY SNOW",2011,"Oct",0,0,100,0
"78531","NJ","HEAVY SNOW",2011,"Oct",0,0,0,0
"78532","NM","HEAVY SNOW",2011,"Oct",0,0,0,0
"78533","NV","HEAVY SNOW",2011,"Oct",0,0,0,0
"78534","NY","HEAVY SNOW",2011,"Oct",0,0,0,0
"78535","PA","HEAVY SNOW",2011,"Oct",0,0,0,0
"78536","WV","HEAVY SNOW",2011,"Oct",0,0,50,0
"78537","AK","HIGH SURF",2011,"Oct",0,0,0,0
"78538","FL","HIGH SURF",2011,"Oct",0,0,0,0
"78539","HI","HIGH SURF",2011,"Oct",0,0,0,0
"78540","MI","HIGH SURF",2011,"Oct",1,0,0,0
"78541","AK","HIGH WIND",2011,"Oct",0,0,35,0
"78542","AZ","HIGH WIND",2011,"Oct",0,0,0,0
"78543","CA","HIGH WIND",2011,"Oct",0,0,0,0
"78544","CO","HIGH WIND",2011,"Oct",0,0,0,0
"78545","FL","HIGH WIND",2011,"Oct",0,0,16,0
"78546","IA","HIGH WIND",2011,"Oct",0,0,20,0
"78547","IL","HIGH WIND",2011,"Oct",0,0,2,0
"78548","IN","HIGH WIND",2011,"Oct",0,0,0,0
"78549","KS","HIGH WIND",2011,"Oct",0,0,0,0
"78550","MA","HIGH WIND",2011,"Oct",0,0,80,0
"78551","MI","HIGH WIND",2011,"Oct",0,0,23.5,0
"78552","MN","HIGH WIND",2011,"Oct",0,0,0,0
"78553","MT","HIGH WIND",2011,"Oct",0,0,0,0
"78554","ND","HIGH WIND",2011,"Oct",0,0,0,0
"78555","NE","HIGH WIND",2011,"Oct",0,0,0,0
"78556","NM","HIGH WIND",2011,"Oct",0,0,0,0
"78557","NY","HIGH WIND",2011,"Oct",0,0,25,0
"78558","OK","HIGH WIND",2011,"Oct",0,0,0,0
"78559","OR","HIGH WIND",2011,"Oct",0,0,0,0
"78560","RI","HIGH WIND",2011,"Oct",0,0,8,0
"78561","SD","HIGH WIND",2011,"Oct",0,0,0,0
"78562","TX","HIGH WIND",2011,"Oct",0,0,294,0
"78563","UT","HIGH WIND",2011,"Oct",0,0,0,0
"78564","WI","HIGH WIND",2011,"Oct",0,0,15,0
"78565","WY","HIGH WIND",2011,"Oct",0,0,0,0
"78566","UT","LANDSLIDE",2011,"Oct",0,0,12,0
"78567","AR","LIGHTNING",2011,"Oct",0,0,25,0
"78568","CA","LIGHTNING",2011,"Oct",0,0,3,0
"78569","GU","LIGHTNING",2011,"Oct",1,0,0,0
"78570","IA","LIGHTNING",2011,"Oct",0,0,12,0
"78571","IL","LIGHTNING",2011,"Oct",0,0,50,0
"78572","NV","LIGHTNING",2011,"Oct",0,0,100,0
"78573","OR","LIGHTNING",2011,"Oct",0,1,0,0
"78574","AM","MARINE HIGH WIND",2011,"Oct",0,0,0,0
"78575","LM","MARINE HIGH WIND",2011,"Oct",0,0,1,0
"78576","LS","MARINE HIGH WIND",2011,"Oct",0,0,0,0
"78577","AN","MARINE STRONG WIND",2011,"Oct",0,3,0,0
"78578","LM","MARINE STRONG WIND",2011,"Oct",0,1,300.4,0
"78579","AM","MARINE THUNDERSTORM WIND",2011,"Oct",0,13,0.8,0
"78580","AN","MARINE THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78581","GM","MARINE THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78582","LM","MARINE THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78583","FL","RIP CURRENT",2011,"Oct",1,2,0,0
"78584","AR","STRONG WIND",2011,"Oct",1,2,0,0
"78585","CA","STRONG WIND",2011,"Oct",0,3,52.5,0
"78586","CO","STRONG WIND",2011,"Oct",0,0,20,5
"78587","DE","STRONG WIND",2011,"Oct",0,0,20,0
"78588","FL","STRONG WIND",2011,"Oct",0,0,29.5,0
"78589","GA","STRONG WIND",2011,"Oct",0,0,9,0
"78590","MA","STRONG WIND",2011,"Oct",0,0,65,0
"78591","MI","STRONG WIND",2011,"Oct",0,0,2,0
"78592","NH","STRONG WIND",2011,"Oct",0,0,5,0
"78593","NJ","STRONG WIND",2011,"Oct",0,0,50,0
"78594","TX","STRONG WIND",2011,"Oct",0,0,10,0
"78595","VA","STRONG WIND",2011,"Oct",0,0,12,0
"78596","WI","STRONG WIND",2011,"Oct",0,0,4,0
"78597","AL","THUNDERSTORM WIND",2011,"Oct",0,0,3,0
"78598","CA","THUNDERSTORM WIND",2011,"Oct",0,0,75,0
"78599","FL","THUNDERSTORM WIND",2011,"Oct",0,0,43.75,0
"78600","GA","THUNDERSTORM WIND",2011,"Oct",0,0,129.2,0
"78601","KS","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78602","KY","THUNDERSTORM WIND",2011,"Oct",0,0,3,0
"78603","LA","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78604","MA","THUNDERSTORM WIND",2011,"Oct",0,0,10,0
"78605","MD","THUNDERSTORM WIND",2011,"Oct",0,0,1,0
"78606","MS","THUNDERSTORM WIND",2011,"Oct",0,0,5,0
"78607","MT","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78608","NC","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78609","NE","THUNDERSTORM WIND",2011,"Oct",0,0,4,0
"78610","NM","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78611","NY","THUNDERSTORM WIND",2011,"Oct",0,0,0,0
"78612","OK","THUNDERSTORM WIND",2011,"Oct",0,0,47.1,0
"78613","SC","THUNDERSTORM WIND",2011,"Oct",0,0,116,0
"78614","SD","THUNDERSTORM WIND",2011,"Oct",0,0,45,0
"78615","TN","THUNDERSTORM WIND",2011,"Oct",0,0,12,0
"78616","TX","THUNDERSTORM WIND",2011,"Oct",0,0,125,0
"78617","VA","THUNDERSTORM WIND",2011,"Oct",0,0,9,0
"78618","WY","THUNDERSTORM WIND",2011,"Oct",0,0,267.5,0
"78619","AR","TORNADO",2011,"Oct",0,0,0,0
"78620","FL","TORNADO",2011,"Oct",0,0,505,0
"78621","KS","TORNADO",2011,"Oct",0,0,208,0
"78622","TX","TORNADO",2011,"Oct",0,1,26,0
"78623","VA","TORNADO",2011,"Oct",0,0,251,0
"78624","WA","TORNADO",2011,"Oct",0,0,0,0
"78625","AM","WATERSPOUT",2011,"Oct",0,0,5000,0
"78626","GM","WATERSPOUT",2011,"Oct",0,0,10,0
"78627","LM","WATERSPOUT",2011,"Oct",0,0,0,0
"78628","AR","WILDFIRE",2011,"Oct",0,0,100,0
"78629","CA","WILDFIRE",2011,"Oct",0,1,0,0
"78630","FL","WILDFIRE",2011,"Oct",0,0,0,0
"78631","GA","WILDFIRE",2011,"Oct",0,0,0,0
"78632","HI","WILDFIRE",2011,"Oct",0,0,0,0
"78633","IA","WILDFIRE",2011,"Oct",0,0,0,0
"78634","KS","WILDFIRE",2011,"Oct",0,0,5,0
"78635","MN","WILDFIRE",2011,"Oct",0,0,7.5,3
"78636","ND","WILDFIRE",2011,"Oct",0,0,0,0
"78637","NE","WILDFIRE",2011,"Oct",0,0,1,5
"78638","NV","WILDFIRE",2011,"Oct",0,0,0,0
"78639","SD","WILDFIRE",2011,"Oct",0,0,0,0
"78640","TX","WILDFIRE",2011,"Oct",0,0,0,0
"78641","AK","WINTER STORM",2011,"Oct",0,0,0,0
"78642","CA","WINTER STORM",2011,"Oct",0,0,0,0
"78643","CO","WINTER STORM",2011,"Oct",0,0,0,0
"78644","CT","WINTER STORM",2011,"Oct",0,0,0,0
"78645","MA","WINTER STORM",2011,"Oct",0,0,0,0
"78646","MD","WINTER STORM",2011,"Oct",0,0,0,0
"78647","ME","WINTER STORM",2011,"Oct",0,0,0,0
"78648","NE","WINTER STORM",2011,"Oct",0,0,0,0
"78649","NJ","WINTER STORM",2011,"Oct",0,0,0,0
"78650","NY","WINTER STORM",2011,"Oct",0,0,0,0
"78651","PA","WINTER STORM",2011,"Oct",0,0,0,0
"78652","UT","WINTER STORM",2011,"Oct",0,0,0,0
"78653","VA","WINTER STORM",2011,"Oct",0,0,0,0
"78654","VT","WINTER STORM",2011,"Oct",0,0,25,0
"78655","WV","WINTER STORM",2011,"Oct",0,0,0,0
"78656","WY","WINTER STORM",2011,"Oct",0,0,0,0
"78657","CA","WINTER WEATHER",2011,"Oct",0,0,0,0
"78658","CO","WINTER WEATHER",2011,"Oct",0,0,0,0
"78659","CT","WINTER WEATHER",2011,"Oct",0,0,0,0
"78660","DE","WINTER WEATHER",2011,"Oct",0,0,0,0
"78661","MA","WINTER WEATHER",2011,"Oct",0,0,5,0
"78662","MD","WINTER WEATHER",2011,"Oct",0,0,0,0
"78663","NC","WINTER WEATHER",2011,"Oct",0,0,0,0
"78664","NH","WINTER WEATHER",2011,"Oct",0,0,0,0
"78665","NJ","WINTER WEATHER",2011,"Oct",0,0,0,0
"78666","PA","WINTER WEATHER",2011,"Oct",0,0,0,0
"78667","RI","WINTER WEATHER",2011,"Oct",0,0,0,0
"78668","TX","WINTER WEATHER",2011,"Oct",0,0,0,0
"78669","UT","WINTER WEATHER",2011,"Oct",0,0,0,0
"78670","VT","WINTER WEATHER",2011,"Oct",0,0,5,0
"78671","WV","WINTER WEATHER",2011,"Oct",0,0,0,0
"78672","WY","WINTER WEATHER",2011,"Oct",0,0,0,0
"78673","KY","TORNADO",1950,"Nov",0,0,500,0
"78674","MS","TORNADO",1950,"Nov",0,3,25,0
"78675","PA","TORNADO",1950,"Nov",0,1,500,0
"78676","AL","TORNADO",1951,"Nov",0,9,7.5,0
"78677","GA","TORNADO",1951,"Nov",0,0,2.5,0
"78678","IL","TORNADO",1951,"Nov",0,7,275,0
"78679","IN","TORNADO",1951,"Nov",0,0,250,0
"78680","KY","TORNADO",1951,"Nov",1,11,250,0
"78681","LA","TORNADO",1951,"Nov",0,0,25,0
"78682","MO","TORNADO",1951,"Nov",0,1,25,0
"78683","TN","TORNADO",1951,"Nov",0,0,25,0
"78684","VA","TORNADO",1951,"Nov",0,0,2.5,0
"78685","AR","TORNADO",1952,"Nov",0,2,50,0
"78686","AZ","TORNADO",1952,"Nov",0,0,0,0
"78687","IA","TORNADO",1952,"Nov",0,0,0,0
"78688","KS","TORNADO",1952,"Nov",0,0,0,0
"78689","MO","TORNADO",1952,"Nov",0,2,25,0
"78690","NC","TORNADO",1952,"Nov",0,1,250,0
"78691","FL","TORNADO",1953,"Nov",0,22,25.03,0
"78692","LA","TORNADO",1953,"Nov",0,2,525,0
"78693","OK","TORNADO",1953,"Nov",0,0,30.25,0
"78694","PA","TORNADO",1953,"Nov",0,2,27.5,0
"78695","TX","TORNADO",1953,"Nov",0,0,25,0
"78696","NC","TORNADO",1954,"Nov",0,0,50,0
"78697","IL","HAIL",1955,"Nov",0,0,0,0
"78698","IN","HAIL",1955,"Nov",0,0,0,0
"78699","KY","HAIL",1955,"Nov",0,0,0,0
"78700","MI","HAIL",1955,"Nov",0,0,0,0
"78701","MO","HAIL",1955,"Nov",0,0,0,0
"78702","AR","TORNADO",1955,"Nov",1,19,1552.75,0
"78703","FL","TORNADO",1955,"Nov",0,0,0.25,0
"78704","IL","TORNADO",1955,"Nov",0,0,275.25,0
"78705","IN","TORNADO",1955,"Nov",0,18,327.5,0
"78706","MO","TORNADO",1955,"Nov",0,2,25,0
"78707","OH","TORNADO",1955,"Nov",0,1,2.5,0
"78708","IL","TSTM WIND",1955,"Nov",0,0,0,0
"78709","IN","TSTM WIND",1955,"Nov",0,0,0,0
"78710","MO","TSTM WIND",1955,"Nov",0,0,0,0
"78711","MS","TSTM WIND",1955,"Nov",0,0,0,0
"78712","OH","TSTM WIND",1955,"Nov",0,0,0,0
"78713","AR","HAIL",1956,"Nov",0,0,0,0
"78714","KS","HAIL",1956,"Nov",0,0,0,0
"78715","MA","TORNADO",1956,"Nov",0,0,30,0
"78716","NE","TORNADO",1956,"Nov",0,0,0,0
"78717","OK","TORNADO",1956,"Nov",0,0,2.5,0
"78718","TX","TORNADO",1956,"Nov",0,0,2.5,0
"78719","IA","TSTM WIND",1956,"Nov",0,0,0,0
"78720","TX","TSTM WIND",1956,"Nov",0,0,0,0
"78721","AL","HAIL",1957,"Nov",0,0,0,0
"78722","AR","HAIL",1957,"Nov",0,0,0,0
"78723","OK","HAIL",1957,"Nov",0,0,0,0
"78724","TX","HAIL",1957,"Nov",0,0,0,0
"78725","AL","TORNADO",1957,"Nov",8,76,1757.5,0
"78726","FL","TORNADO",1957,"Nov",0,0,2.5,0
"78727","GA","TORNADO",1957,"Nov",0,6,350,0
"78728","KY","TORNADO",1957,"Nov",0,0,250,0
"78729","LA","TORNADO",1957,"Nov",9,45,1382.75,0
"78730","MI","TORNADO",1957,"Nov",1,12,250,0
"78731","MS","TORNADO",1957,"Nov",4,12,2652.5,0
"78732","NC","TORNADO",1957,"Nov",0,5,750,0
"78733","NJ","TORNADO",1957,"Nov",0,0,250,0
"78734","PA","TORNADO",1957,"Nov",0,0,275,0
"78735","TN","TORNADO",1957,"Nov",0,2,30,0
"78736","TX","TORNADO",1957,"Nov",3,143,282.5,0
"78737","AL","TSTM WIND",1957,"Nov",0,0,0,0
"78738","AR","TSTM WIND",1957,"Nov",0,0,0,0
"78739","GA","TSTM WIND",1957,"Nov",0,0,0,0
"78740","LA","TSTM WIND",1957,"Nov",0,0,0,0
"78741","MS","TSTM WIND",1957,"Nov",0,0,0,0
"78742","NC","TSTM WIND",1957,"Nov",0,0,0,0
"78743","SC","TSTM WIND",1957,"Nov",0,0,0,0
"78744","TN","TSTM WIND",1957,"Nov",0,0,0,0
"78745","TX","TSTM WIND",1957,"Nov",0,0,0,0
"78746","AR","TORNADO",1958,"Nov",0,0,52.5,0
"78747","GA","TORNADO",1958,"Nov",0,1,275,0
"78748","IN","TORNADO",1958,"Nov",0,0,2.5,0
"78749","KS","TORNADO",1958,"Nov",0,0,52.75,0
"78750","LA","TORNADO",1958,"Nov",0,1,50,0
"78751","MO","TORNADO",1958,"Nov",0,1,1827.5,0
"78752","MS","TORNADO",1958,"Nov",0,0,25,0
"78753","OK","TORNADO",1958,"Nov",0,23,302.65,0
"78754","TX","TORNADO",1958,"Nov",0,12,552.56,0
"78755","AR","TSTM WIND",1958,"Nov",0,0,0,0
"78756","IA","TSTM WIND",1958,"Nov",0,0,0,0
"78757","IL","TSTM WIND",1958,"Nov",0,0,0,0
"78758","KS","TSTM WIND",1958,"Nov",0,0,0,0
"78759","MN","TSTM WIND",1958,"Nov",0,0,0,0
"78760","MO","TSTM WIND",1958,"Nov",0,0,0,0
"78761","MT","TSTM WIND",1958,"Nov",0,0,0,0
"78762","OK","TSTM WIND",1958,"Nov",0,0,0,0
"78763","TX","TSTM WIND",1958,"Nov",0,0,0,0
"78764","WI","TSTM WIND",1958,"Nov",0,0,0,0
"78765","LA","HAIL",1959,"Nov",0,0,0,0
"78766","NY","HAIL",1959,"Nov",0,0,0,0
"78767","TX","HAIL",1959,"Nov",0,0,0,0
"78768","AL","TORNADO",1959,"Nov",0,0,0.25,0
"78769","AZ","TORNADO",1959,"Nov",0,0,25,0
"78770","MS","TORNADO",1959,"Nov",0,0,50,0
"78771","OK","TORNADO",1959,"Nov",0,0,2.5,0
"78772","TX","TORNADO",1959,"Nov",0,3,350,0
"78773","AR","TSTM WIND",1959,"Nov",0,0,0,0
"78774","FL","TSTM WIND",1959,"Nov",0,0,0,0
"78775","LA","TSTM WIND",1959,"Nov",0,0,0,0
"78776","OK","TSTM WIND",1959,"Nov",0,0,0,0
"78777","PA","TSTM WIND",1959,"Nov",0,0,0,0
"78778","TX","TSTM WIND",1959,"Nov",0,0,0,0
"78779","IL","HAIL",1960,"Nov",0,0,0,0
"78780","MI","HAIL",1960,"Nov",0,0,0,0
"78781","OK","HAIL",1960,"Nov",0,0,0,0
"78782","AR","TORNADO",1960,"Nov",0,0,25,0
"78783","FL","TORNADO",1960,"Nov",0,0,2.5,0
"78784","IA","TORNADO",1960,"Nov",0,0,277.5,0
"78785","KS","TORNADO",1960,"Nov",0,4,533,0
"78786","MD","TORNADO",1960,"Nov",0,0,2.5,0
"78787","MO","TORNADO",1960,"Nov",0,4,127.5,0
"78788","MS","TORNADO",1960,"Nov",0,0,25,0
"78789","NJ","TORNADO",1960,"Nov",0,0,25,0
"78790","OK","TORNADO",1960,"Nov",0,0,25,0
"78791","TX","TORNADO",1960,"Nov",0,0,2.5,0
"78792","WI","TORNADO",1960,"Nov",0,0,27.5,0
"78793","CA","TSTM WIND",1960,"Nov",0,0,0,0
"78794","IL","TSTM WIND",1960,"Nov",0,0,0,0
"78795","KS","TSTM WIND",1960,"Nov",0,0,0,0
"78796","MO","TSTM WIND",1960,"Nov",0,0,0,0
"78797","OK","TSTM WIND",1960,"Nov",0,0,0,0
"78798","PA","TSTM WIND",1960,"Nov",0,0,0,0
"78799","FL","HAIL",1961,"Nov",0,0,0,0
"78800","LA","HAIL",1961,"Nov",0,0,0,0
"78801","TX","HAIL",1961,"Nov",0,0,0,0
"78802","AR","TORNADO",1961,"Nov",0,0,2.5,0
"78803","FL","TORNADO",1961,"Nov",0,2,277.75,0
"78804","GA","TORNADO",1961,"Nov",0,0,3,0
"78805","IN","TORNADO",1961,"Nov",0,0,25,0
"78806","KS","TORNADO",1961,"Nov",0,2,50,0
"78807","LA","TORNADO",1961,"Nov",0,5,555,0
"78808","MS","TORNADO",1961,"Nov",0,2,302.75,0
"78809","SC","TORNADO",1961,"Nov",0,1,5.25,0
"78810","TX","TORNADO",1961,"Nov",1,11,583,0
"78811","AL","TSTM WIND",1961,"Nov",0,0,0,0
"78812","FL","TSTM WIND",1961,"Nov",0,0,0,0
"78813","LA","TSTM WIND",1961,"Nov",0,0,0,0
"78814","MO","TSTM WIND",1961,"Nov",0,0,0,0
"78815","TN","TSTM WIND",1961,"Nov",0,0,0,0
"78816","TX","TSTM WIND",1961,"Nov",0,0,0,0
"78817","LA","HAIL",1962,"Nov",0,0,0,0
"78818","TN","HAIL",1962,"Nov",0,0,0,0
"78819","FL","TORNADO",1962,"Nov",0,1,252.5,0
"78820","GA","TORNADO",1962,"Nov",0,0,25,0
"78821","MD","TORNADO",1962,"Nov",0,0,25,0
"78822","MS","TORNADO",1962,"Nov",0,0,250,0
"78823","AL","TSTM WIND",1962,"Nov",0,0,0,0
"78824","MS","TSTM WIND",1962,"Nov",0,0,0,0
"78825","AR","HAIL",1963,"Nov",0,0,0,0
"78826","AZ","HAIL",1963,"Nov",0,0,0,0
"78827","IL","HAIL",1963,"Nov",0,0,0,0
"78828","MI","HAIL",1963,"Nov",0,0,0,0
"78829","OK","HAIL",1963,"Nov",0,0,0,0
"78830","TN","HAIL",1963,"Nov",0,0,0,0
"78831","TX","HAIL",1963,"Nov",0,0,0,0
"78832","FL","TORNADO",1963,"Nov",0,2,255,0
"78833","KS","TORNADO",1963,"Nov",0,0,2.5,0
"78834","LA","TORNADO",1963,"Nov",0,1,2.75,0
"78835","OK","TORNADO",1963,"Nov",0,0,0.25,0
"78836","TX","TORNADO",1963,"Nov",0,1,25,0
"78837","VA","TORNADO",1963,"Nov",0,0,25,0
"78838","FL","TSTM WIND",1963,"Nov",0,0,0,0
"78839","IL","TSTM WIND",1963,"Nov",0,0,0,0
"78840","KS","TSTM WIND",1963,"Nov",0,0,0,0
"78841","LA","TSTM WIND",1963,"Nov",0,0,0,0
"78842","MI","TSTM WIND",1963,"Nov",0,0,0,0
"78843","TX","TSTM WIND",1963,"Nov",0,0,0,0
"78844","MN","HAIL",1964,"Nov",0,0,0,0
